wl,g198_w,g498_w,g170_w,g934_w,g63_w,g454_w,g241_w,g5_w,g546_w,g968_w,g608_y,g654_y,g668_y,g16_y,g942_y,g859_y,g630_y,g674_y,g947_y,g354_y,g518_y,g181_y,g843_y,g26_y,g435_y,g64_y,g398_y,g604_y,g477_y,g227_y,g720_y,g357_y,g162_y,g607_y,g597_y,g65_y,g856_w,g728_w,g414_w,g871_w,g874_w,g741_w,g614_y,g168_y,g661_y
509,52.64059908,44.61853968,48.94405564,51.86429465,53.58526894,58.49757811,60.79619782,46.88265397,53.15303576,52.36370017,32.84218669,44.71014624,40.91564723,44.2620911,34.11142824,37.74571639,37.07676883,37.89689124,42.12713135,37.127153,42.05584952,29.40464916,37.99138279,39.06113016,39.11527551,37.69694473,44.61803306,36.42901201,37.61609733,36.25929261,34.53230117,36.35837339,36.6852387,40.28025733,50.18625961,49.14637664,48.51391617,50.07210499,49.7303583,65.42494211,56.74020055,55.790521,43.16412992,51.0319755,41.44591326
510,52.74910734,44.71592262,49.05853658,51.9715656,53.70588931,58.65009936,60.97729303,46.98498804,53.26064906,52.55631566,33.34449308,45.52777329,41.5409007,44.91888291,34.34959852,38.40073183,37.54874796,38.51536645,42.77235267,37.53458921,42.50055185,29.71167504,38.58339422,39.74970945,39.64941682,38.30667115,45.31344629,36.97290877,38.17960621,36.54663194,35.14436022,36.80565595,37.14240919,40.8696712,51.18720499,50.12315785,48.57032182,50.12872249,49.75990102,65.51356579,56.80369916,55.84617052,43.65468757,51.45710606,41.85434106
511,52.85302726,44.80912453,49.16736676,52.07371119,53.82065588,58.79580724,61.14862087,47.08210015,53.36304684,52.73956214,33.8165642,46.29526096,42.12828616,45.5351412,34.57336293,39.01549744,37.99167511,39.09552503,43.37792251,37.91769425,42.91857729,30.00054983,39.13927309,40.39599698,40.15066502,38.87884894,45.9665916,37.48353819,38.70908016,36.81618457,35.71859069,37.22587532,37.57172174,41.42321128,52.12667657,51.03975754,48.62464501,50.1821842,49.78823217,65.59672204,56.86441651,55.89960665,44.11556215,51.85720338,42.23868751
512,52.95190399,44.89768606,49.26985709,52.17021662,53.92920838,58.93439415,61.30818611,47.17315728,53.45967041,52.91190034,34.25338442,47.00364129,42.67120773,46.10394263,34.78083866,39.582884,38.40082368,39.6310265,43.93693898,38.27298638,43.30616466,30.26839349,39.65305551,40.99245172,40.61410338,39.40725481,46.57005226,37.95509528,39.19861767,37.06567994,36.24823533,37.61477396,37.96878607,41.93532717,52.99360504,51.88532315,48.67651297,50.23211031,49.81520167,65.67376398,56.92222212,55.95047821,44.54255756,52.22900019,42.59531002
513,53.04528264,44.98114787,49.36531848,52.26056712,54.03118651,59.06555249,61.45399353,47.25732639,53.54996107,53.07179098,34.64993813,47.64394634,43.16306952,46.61836385,34.97014286,40.09576228,38.77146707,40.11553038,44.44250015,38.59698382,43.65955276,30.51232596,40.1187776,41.53153266,41.0348152,39.88566552,47.11641153,38.38177505,39.64231724,37.29284752,36.72653693,37.96809438,38.32921193,42.40046846,53.77692108,52.64900214,48.7255529,50.27812105,49.84065943,65.74404471,56.97698552,55.99843405,44.93147772,52.56922923,42.92056597
514,53.13420923,45.06050595,49.4554077,52.34535969,54.12518269,59.18848615,61.59367639,47.33701385,53.63527785,53.22417668,35.0138427,48.23242944,43.61532513,47.0892338,35.14155114,40.56645687,39.10974945,40.55743077,44.90541052,38.89205828,43.98066493,30.73621265,40.54456919,42.02667062,41.41638314,40.32268363,47.61918158,38.77300669,40.05047272,37.49697614,37.16540238,38.29104811,38.65804343,42.8244227,54.49691354,53.35086884,48.7735318,50.32017487,49.86524985,65.80749205,57.02838241,56.04480946,45.28477193,52.87860269,43.21906265
515,53.22001193,45.1370525,49.54217772,52.42565636,54.21061413,59.30297379,61.73525329,47.41500077,53.71728598,53.37453086,35.35672303,48.79182403,44.04432188,47.53284715,35.29752821,41.01261646,39.42588267,40.970534,45.34193234,39.16413403,44.27544094,30.94634761,40.94358514,42.49681458,41.76736879,40.73212411,48.09719386,39.1427055,40.4377348,37.68028797,37.58172512,38.59258177,38.96427126,43.21812094,55.18181579,54.01872354,48.82218525,50.35869134,49.88962139,65.86482845,57.07633465,56.09099694,45.60931577,53.16159534,43.49857878
516,53.30265906,45.21077249,49.6255338,52.5016399,54.28835781,59.40957,61.87730706,47.49101626,53.795886,53.5221105,35.6795748,49.32288239,44.45080443,47.9504792,35.43947492,41.43509801,39.72124165,41.35661783,45.75335035,39.41505815,44.5461443,31.14349367,41.31739911,42.94270075,42.09032385,41.11558228,48.5510105,39.49179558,40.80473712,37.84491244,37.97622771,38.87404052,39.24942505,43.583728,55.8324753,54.65330256,48.87109341,50.39398229,49.91362999,65.91659896,57.12108097,56.1367311,45.90755252,53.42058375,43.76022891
517,53.38211892,45.28165092,49.70538122,52.57349303,54.35929066,59.50882935,62.01842051,47.56478944,53.87097846,53.6661726,35.98339368,49.82635675,44.83551748,48.34340521,35.5687921,41.8347585,39.99720135,41.71746007,46.14094926,39.64667776,44.79503852,31.32841367,41.66758476,43.36506535,42.38779998,41.47465349,48.98119362,39.82120107,41.15211336,37.99297899,38.34963271,39.1367695,39.5150344,43.92340872,56.44973953,55.25534225,48.91983642,50.42635954,49.93713162,65.96334862,57.16286009,56.18174652,46.18192546,53.65794448,44.00512759
518,53.45835984,45.34967275,49.78162524,52.64139852,54.42428965,59.60130644,62.15717645,47.63604943,53.94246391,53.80597413,36.26917534,50.30299939,45.19920568,48.71290048,35.68688061,42.21245487,40.25513669,42.05483849,46.50601382,39.86083994,45.02438711,31.50187046,41.99571573,43.76464461,42.66234886,41.81093306,49.38830535,40.13184609,41.48049718,38.12661704,38.70266267,39.38211386,39.76262893,44.23932793,57.03445595,55.82557895,48.96799444,50.45613492,49.95998223,66.00562249,57.20191076,56.22577783,46.43487788,53.87605411,44.23438937
519,53.53135014,45.41482296,49.85417112,52.7055391,54.48423173,59.68755585,62.2921577,47.70452533,54.01024291,53.94077207,36.53791547,50.75356255,45.54261373,49.06024029,35.79514127,42.5690441,40.49642262,42.37053089,46.84982876,40.05939178,45.23645357,31.66462688,42.30336569,44.14217474,42.91652218,42.12601632,49.77290781,40.42465476,41.79052226,38.24795603,39.03604014,39.61141874,39.99373826,44.53365047,57.58747201,56.364749,49.01514761,50.48362026,49.98203778,66.0439656,57.23847168,56.26855961,46.66885306,54.07728918,44.44912881
520,53.60105813,45.47708653,49.92292412,52.76609753,54.53999385,59.76813215,62.42194708,47.76994627,54.074216,54.06982343,36.79060974,51.17879851,45.8664863,49.38669991,35.89497494,42.90538314,40.72243408,42.66631504,47.1736788,40.24418038,45.43350143,31.81744578,42.5921083,44.49839196,43.15287162,42.4214986,50.13556313,40.7005512,42.08282225,38.35912538,39.3504877,39.82602929,40.20989198,44.80854117,58.10963518,56.87358876,49.06087609,50.50912739,50.00315424,66.07892302,57.27278161,56.30982648,46.88629429,54.26402627,44.65046046
521,53.66745213,45.53644845,49.98778951,52.82325654,54.59245296,59.84358994,62.54512739,47.83204135,54.13428373,54.19238516,37.02825381,51.5794595,46.17156806,49.69355463,35.98778246,43.22232896,40.934546,42.94396874,47.47884869,40.41705283,45.61779418,31.96108999,42.86351721,44.83403248,43.37394885,42.69897522,50.47683344,40.96045953,42.35803083,38.46225453,39.64672788,40.02729066,40.41261973,45.06616486,58.60179292,57.35283455,49.10476001,50.53296813,50.02318755,66.11103979,57.30507925,56.34931303,47.08964485,54.43864195,44.83949887
522,53.73050045,45.59289368,50.04867256,52.8771989,54.64248602,59.91448379,62.66028147,47.89053969,54.19034666,54.30771427,37.25184337,51.9562978,46.45860371,49.98207973,36.07496466,43.52073853,41.13413332,43.20526976,47.76662315,40.57985624,45.79159533,32.09632235,43.11916609,45.14983254,43.58230555,42.96004153,50.79728086,41.20530389,42.61678166,38.55947292,39.92548325,40.21654799,40.60345111,45.30868637,59.06479269,57.80322273,49.14637953,50.55545433,50.04199368,66.14086096,57.33560334,56.38675387,47.28134802,54.60351278,45.01735859
523,53.79017142,45.6464072,50.10547853,52.92810734,54.69096998,59.9813683,62.76599212,47.94517041,54.24230534,54.41506773,37.46237408,52.31006565,46.7283379,50.25355049,36.1579224,43.80146879,41.32257098,43.4519959,48.03828691,40.73443769,45.95716839,32.22390572,43.36062858,45.44652833,43.7804934,43.20629284,51.09746753,41.43600839,42.85970841,38.65290996,40.18747636,40.39514643,40.78391573,45.53827055,59.49948196,58.22548963,49.1853148,50.57689779,50.05942858,66.16893156,57.36459262,56.42188359,47.46384709,54.76101531,45.18515418
524,53.84643336,45.696974,50.15811269,52.97616461,54.7387818,60.04479803,62.86084216,47.99566261,54.29006031,54.51370253,37.66084164,52.64151531,46.98151533,50.5092422,36.23805651,44.06537672,41.50123392,43.68592494,48.2951247,40.88264427,46.11677688,32.34460293,43.58947834,45.72485609,43.97106408,43.43932449,51.37795555,41.65349715,43.08744474,38.7446951,40.43342978,40.56443113,40.95554321,45.75708222,59.90670818,58.6203716,49.22114597,50.59761036,50.07534822,66.19579667,57.3922858,56.45443681,47.63958534,54.91352613,45.34400018
525,53.89925457,45.74457905,50.20648029,53.02155347,54.78679842,60.10532759,62.94341441,48.04174541,54.33351213,54.60287565,37.8482417,52.95139905,47.21888067,50.75043013,36.31676783,44.31331928,41.67149707,43.90883467,48.53842127,41.02632309,46.2726843,32.45917682,43.80728904,45.98555204,44.15656927,43.6607318,51.63930707,41.8586943,43.30062432,38.83695776,40.66406604,40.72574723,41.11986317,45.96728621,60.28731883,58.98860497,49.25345319,50.61790386,50.08960854,66.22200131,57.41892161,56.48414812,47.81100607,55.06342179,45.49501115
526,53.94632047,45.78730056,50.24717946,53.06075472,54.82983137,60.15742936,63.0103408,48.08122754,54.36936713,54.6794508,38.00873745,53.21534617,47.42190034,50.95580699,36.38416356,44.52591007,41.81709225,44.09976303,48.7484212,41.15050166,46.40799633,32.55791024,43.99491886,46.20775488,44.31665842,43.85031262,51.860853,42.03525037,43.48247361,38.91701802,40.86088327,40.86341601,41.2610436,46.14777011,60.61226226,59.30095203,49.28238705,50.6358781,50.10168574,66.24320323,57.44189359,56.51103982,47.95890625,55.19431436,45.62381821
527,53.98590994,45.82370316,50.27775488,53.09092318,54.86300625,60.1963432,63.0606254,48.11273925,54.39525854,54.74190193,38.1293365,53.41420136,47.57582668,51.10794777,36.43127489,44.68760107,41.92426485,44.24098655,48.90883761,41.24191034,46.50752394,32.63267122,44.13623642,46.37496528,44.4332217,43.99111644,52.02646297,42.16985249,43.61970001,38.97299012,41.00915842,40.96418215,41.36549792,46.28028676,60.85873759,59.53463198,49.30852239,50.64977446,50.11134726,66.25552949,57.45896401,56.53542164,48.06613681,55.29125959,45.7183798
528,54.01888146,45.85450149,50.29953165,53.11325261,54.8876711,60.22377485,63.09640918,48.137242,54.41247722,54.79190139,38.21530114,53.55653995,47.68708322,51.21395111,36.46088865,44.80500686,41.99816024,44.33914092,49.02615797,41.30495046,46.57608859,32.68660043,44.23733099,46.49446235,44.5121719,44.08961608,52.14350721,42.26797966,43.71815862,39.00819471,41.11528233,41.03302593,41.43812382,46.37129889,61.03696837,59.70006653,49.33207569,50.66011711,50.1188859,66.26022914,57.47092474,56.5574593,48.13822189,55.35879957,45.78330148
529,54.04609354,45.88041017,50.31383489,53.12893675,54.90517396,60.24143006,63.11983314,48.15569721,54.42231403,54.83112152,38.27189367,53.65093725,47.76209352,51.2809157,36.47579169,44.88474197,42.04392375,44.40086185,49.10686975,41.34402339,46.61851173,32.72283852,44.30429187,46.57352524,44.5594218,44.15228439,52.21935597,42.33511092,43.78370454,39.02595246,41.18564584,41.07492762,41.48381901,46.42726921,61.15717814,59.80767744,49.35326342,50.66743025,50.12459449,66.25855122,57.47856767,56.57731856,48.18068566,55.4014764,45.82318882
530,54.06840469,45.90214382,50.3219897,53.13916936,54.9168629,60.2510146,63.13303826,48.16906634,54.42605983,54.86123468,38.30437637,53.7059686,47.8072811,51.31594019,36.47877083,44.93342097,42.06670075,44.43278501,49.15746045,41.36353047,46.63961482,32.74452617,44.34320834,46.61943305,44.58088417,44.18559418,52.26137946,42.37672528,43.82219288,39.02958402,41.22663978,41.09486749,41.50748119,46.45466044,61.22959047,59.86788642,49.37230207,50.67223805,50.12876584,66.25174479,57.48268468,56.59516516,48.19905226,55.42383218,45.84264736
531,54.0866734,45.92041707,50.32532121,53.14514417,54.92408594,60.2542342,63.13816553,48.17831081,54.42500548,54.88391322,38.31801155,53.73020932,47.82906951,51.32612325,36.47261292,44.9576584,42.07163656,44.44154609,49.18441752,41.36787305,46.6442193,32.75480402,44.36016968,46.63946491,44.5824718,44.19601829,52.27694792,42.39830176,43.83947873,39.02241005,41.24465499,41.09782582,41.51400806,46.4599353,61.26442891,59.89111521,49.38940811,50.67506469,50.1316928,66.24105889,57.48406763,56.61116482,48.19884585,55.43040899,45.84628267
532,54.10175817,45.93594454,50.32515451,53.14805493,54.92819115,60.25279462,63.13735592,48.18439207,54.42044185,54.90082949,38.31806149,53.73223473,47.83388229,51.31856356,36.46010478,44.96406884,42.06387655,44.43378079,49.19422847,41.36145248,46.63714663,32.75681273,44.36126518,46.64089996,44.57009748,44.19002955,52.27343157,42.40531939,43.84141719,39.00775121,41.24608232,41.08878287,41.50829733,46.44955651,61.27191701,59.88778554,49.40479805,50.67643435,50.13366816,66.22774258,57.4835084,56.62548331,48.18559058,55.42574894,45.83870031
533,54.11451751,45.94944087,50.32281472,53.14909541,54.93052658,60.24840162,63.13275044,48.18827156,54.4136598,54.91365583,38.30978849,53.72062015,47.82814299,51.30035977,36.44403325,44.95926683,42.04856606,44.41612479,49.19338076,41.3486701,46.62321826,32.75369298,44.35258413,46.6310173,44.54967398,44.17410079,52.25820066,42.40325718,43.83386337,38.98892816,41.2373126,41.07271893,41.49524669,46.4299868,61.26227833,59.86831916,49.41868834,50.67687123,50.13498475,66.2130449,57.48179887,56.63828635,48.1648106,55.41439411,45.82450583
534,54.12580991,45.96162068,50.31962695,53.14945933,54.93244026,60.24276094,63.12649006,48.19091071,54.40595018,54.9240646,38.29845484,53.70394092,47.81827513,51.27861056,36.42718517,44.94986692,42.03085045,44.39521379,49.18836187,41.33392728,46.60725564,32.74858541,44.34021581,46.61709608,44.52711409,44.15470483,52.23862539,42.39759414,43.82267237,38.96926156,41.22473667,41.05461426,41.47975386,46.40768888,61.24573641,59.84313777,49.43129548,50.6768995,50.13593539,66.1982149,57.47973092,56.64973969,48.14203007,55.40088661,45.80830479
535,54.13649388,45.97319859,50.3169163,53.15034046,54.93528025,60.23757833,63.12071578,48.19327097,54.39860388,54.93372814,38.28932284,53.69077236,47.81070228,51.26041458,36.41234737,44.94248367,42.01587505,44.37768347,49.18565928,41.32162535,46.59408024,32.74463069,44.3302495,46.6064154,44.50833059,44.13831451,52.22207602,42.39380931,43.81369928,38.95207206,41.21474536,41.03944914,41.46671653,46.38912548,61.23251483,59.82266313,49.44283594,50.67704333,50.13681291,66.18450162,57.47809642,56.66000907,48.12277314,55.38976853,45.79470275
536,54.14742792,45.98488923,50.3160079,53.15293253,54.9403946,60.23455955,63.11756857,48.19631377,54.39291174,54.94431881,38.28765478,53.68968978,47.81184796,51.25287052,36.40230669,44.94373165,42.00878522,44.37016953,49.19176048,41.31616566,46.58851349,32.74496948,44.32877449,46.6062544,44.49923625,44.13140265,52.21592276,42.39738169,43.81279922,38.94068033,41.21372952,41.03220383,41.46103241,46.38075931,61.23283711,59.81731696,49.45352622,50.67782692,50.13791012,66.17315413,57.47768725,56.66926023,48.11256396,55.38558196,45.78830526
537,54.15947052,45.99740724,50.31822685,53.15842931,54.94913136,60.23541035,63.11918942,48.20100055,54.39016462,54.95750896,38.29871295,53.70926853,47.82813571,51.26307703,36.39984995,44.96022539,42.0147263,44.37930765,49.21315293,41.32194957,46.59537685,32.75274243,44.34188006,46.6238922,44.50574387,44.14044209,52.22753585,42.41379032,43.82582727,38.93840703,41.22807999,41.03785862,41.46759919,46.3890531,61.25692683,59.837521,49.46358278,50.67977445,50.13951984,66.16542146,57.47929528,56.67765891,48.1169267,55.392869,45.79371789
538,54.17348019,46.01146722,50.32489825,53.16802453,54.96283856,60.24183647,63.12771932,48.20829276,54.3916534,54.97497092,38.32775965,53.75808391,47.86598909,51.29813278,36.40776401,44.99857946,42.03884365,44.41173353,49.25632412,41.34337842,46.61949178,32.77109021,44.37565551,46.66660793,44.53376622,44.17190566,52.26428551,42.4485142,43.85863854,38.94857281,41.2641876,41.06139377,41.49131459,46.42046956,61.31500754,59.89369697,49.47322211,50.6834101,50.1419349,66.16255266,57.48371239,56.68537085,48.14138549,55.41617174,45.8155462
539,54.18554435,46.02383619,50.33069228,53.17724012,54.97731677,60.24669858,63.13335747,48.21362306,54.39122137,54.9887197,38.35570621,53.80534018,47.90171732,51.33338495,36.41653342,45.03407199,42.06317465,44.44435989,49.2980814,41.36525287,46.64476294,32.78858306,44.4078601,46.70809113,44.56318467,44.20252084,52.29841048,42.4814002,43.88947072,38.96063886,41.29893898,41.08557227,41.51520678,46.45350779,61.36957131,59.94853713,49.48055612,50.68636019,50.14373127,66.16092791,57.4891587,56.69061655,48.16800788,55.4397224,45.83834619
540,54.1917984,46.03129688,50.3301408,53.18137521,54.98788193,60.24276948,63.12642988,48.21252779,54.38285142,54.99091693,38.36235623,53.81836935,47.91038859,51.34239818,36.41589254,45.04083388,42.06850512,44.45244809,49.31378948,41.37122928,46.65370689,32.79313091,44.41502964,46.72048469,44.57228062,44.20761921,52.30087266,42.49122445,43.89547334,38.96296783,41.30787801,41.09188725,41.52106844,46.46477868,61.38111824,59.96241035,49.48395884,50.68625028,50.14352449,66.15642798,57.49341366,56.69190443,48.17714747,55.44660388,45.84537651
541,54.19317278,46.03458751,50.32436148,53.18128933,54.99515522,60.23162315,63.10926776,48.20612392,54.36804382,54.98345495,38.35131042,53.80293835,47.89656488,51.32959736,36.40750288,45.02375883,42.05810306,44.44015674,49.30777193,41.36399255,46.64906287,32.78688402,44.40141824,46.70874767,44.56456688,44.19157973,52.27712705,42.48185987,43.88086919,38.95723255,41.29538145,41.0834142,41.51194403,46.45791263,61.35688391,59.94225327,49.48403993,50.68360335,50.14166667,66.14955286,57.49660813,56.68983211,48.17175754,55.43963425,45.83929667
542,54.19059795,46.03444629,50.314472,53.17784204,54.99975781,60.21483358,63.08420231,48.19552841,54.34829885,54.96822611,38.32616948,53.76481413,47.86480813,51.29940737,36.39302596,44.98774056,42.03523648,44.41164448,49.2843523,41.34622761,46.63357015,32.7719926,44.37128,46.67783917,44.54355627,44.15878135,52.23262867,42.45717939,43.84988108,38.94510589,41.26582602,41.06322861,41.49087801,46.43654005,61.30410388,59.89500255,49.48140907,50.6789424,50.13850997,66.14080252,57.49887299,56.68499722,48.15479138,55.42163163,45.82276616
543,54.18500438,46.03161142,50.30159004,53.17189288,55.00231087,60.19397473,63.05356474,48.18185822,54.32511677,54.94712274,38.29053412,53.70976363,47.81968031,51.25625308,36.37412331,44.93767278,42.00317337,44.37106992,49.24785415,41.32061935,46.609968,32.75060689,44.32886902,46.63271827,44.5127616,44.11360301,52.1728325,42.42105591,43.80673183,38.9282607,41.22358847,41.03440597,41.46091483,46.40429135,61.23001373,59.82759484,49.47667591,50.67279043,50.13440649,66.13067693,57.5003391,56.6779974,48.12920224,55.39541411,45.79844451
544,54.1773225,46.02682114,50.28683328,53.1643014,55.00343557,60.17062061,63.01968625,48.16623031,54.29999784,54.92203719,38.24800503,53.64355379,47.76574337,51.20455938,36.35245643,44.8784492,41.96518173,44.32259168,49.20260103,41.28985269,46.58099567,32.72487712,44.27843939,46.57834405,44.47569568,44.06042368,52.10319356,42.37736236,43.75564424,38.90836982,41.17304554,41.00002177,41.42509897,46.36479694,61.14184904,59.74696679,49.47045013,50.66567043,50.12970839,66.11967607,57.50113733,56.66943026,48.09794342,55.36379978,45.7689912
545,54.16848277,46.02081364,50.27131939,53.15592713,55.00375308,60.14634518,62.98489805,48.14976163,54.27444234,54.8948618,38.20218292,53.57195155,47.70755929,51.14875114,36.32968685,44.81496351,41.92452956,44.27036838,49.15291651,41.25661254,46.54939242,32.69695352,44.22424521,46.51967559,44.43587135,44.00362229,52.02916685,42.32997167,43.70084113,38.8871061,41.11857397,40.9631515,41.38647487,46.32168722,61.04684538,59.66005505,49.46334139,50.65810541,50.12476778,66.10829992,57.50139854,56.65989343,48.06396819,55.32960674,45.73706576
546,54.15941565,46.01432715,50.25616604,53.14762962,55.00388457,60.12272243,62.95153135,48.13356916,54.24995053,54.86748891,38.15666849,53.50072386,47.64969002,51.09325326,36.30747608,44.75210944,41.88448487,44.21855865,49.10312413,41.22358381,46.51789752,32.66898634,44.17054059,46.46167199,44.39680141,43.94757781,51.95620737,42.28275675,43.64654531,38.8661424,41.0645505,40.92687064,41.348087,46.2785926,60.95223833,59.57379629,49.45595936,50.65061834,50.11993681,66.09704845,57.50125361,56.64998454,48.03022982,55.29565308,45.70532767
547,54.1510516,46.00809988,50.24249092,53.14026842,55.00445121,60.10132634,62.92191736,48.11876986,54.22802269,54.84181086,38.11506245,53.43563766,47.59669752,51.0424906,36.28748564,44.6947807,41.84831565,44.1713211,49.05754745,41.19345142,46.48925022,32.64312578,44.12157962,46.40929232,44.36199867,43.89666919,51.88977012,42.23959053,43.59697958,38.84715156,41.01535187,40.89425468,41.31297982,46.23914349,60.86526345,59.49512714,49.4489137,50.64373224,50.1155676,66.08642164,57.50083339,56.64030121,47.99968159,55.2647569,45.67643646
548,54.14432106,46.00287004,50.2314117,53.13470308,55.00607417,60.0837309,62.89838727,48.10648067,54.21015908,54.81972,38.0809655,53.38245989,47.55314375,51.00088806,36.27137705,44.64787098,41.81928991,44.13281436,49.02051003,41.16890026,46.4661898,32.6215221,44.0816164,46.36749566,44.33497596,43.85527537,51.83531011,42.20434593,43.55636675,38.83180644,40.97535482,40.86837912,41.28419778,46.2069703,60.79315633,59.43098426,49.44281409,50.6379701,50.11201229,66.07691946,57.50026877,56.63144108,47.97527678,55.2397363,45.65305162
549,54.14015449,45.99937585,50.22404605,53.13179313,55.00937462,60.07151008,62.8832723,48.09781858,54.19785996,54.80310867,38.05797835,53.34695749,47.52359068,50.9728705,36.26081183,44.616274,41.80067564,44.10719705,48.99633542,41.15261526,46.4514555,32.60632552,44.05490503,46.34124111,44.31924609,43.82777531,51.79828233,42.18089586,43.52892963,38.82177989,40.94893609,40.85231945,41.26478535,46.18570343,60.74315254,59.38830431,49.43827017,50.6338549,50.109623,66.06904189,57.4996906,56.62400177,47.95996867,55.22340937,45.63783266
550,54.13948235,45.99835552,50.22151166,53.13239812,55.01497373,60.06623786,62.87890364,48.09390053,54.19262561,54.7938692,38.04970169,53.33489741,47.51260026,50.96286281,36.2574515,44.60488347,41.79574084,44.09862778,48.98934718,41.14728132,46.4477866,32.59968627,44.04569962,46.33548775,44.31832187,43.81854796,51.78414181,42.17311326,43.51889104,38.81874475,40.94047242,40.84915115,41.25778698,46.17897329,60.72248765,59.37402393,49.43589164,50.63190966,50.10875188,66.0632889,57.49922975,56.61858091,47.95671052,55.21859421,45.63343908
551,54.13993314,45.99810328,50.22156838,53.13569692,55.02251899,60.06474659,62.88235275,48.09268513,54.19196741,54.78735607,38.04905971,53.335241,47.51067992,50.96213351,36.25851185,44.60377071,41.79856202,44.09884072,48.99116733,41.14774712,46.44986479,32.5968771,44.04554566,46.34121235,44.32640679,43.81904786,51.78224256,42.17386925,43.51808777,38.81938312,40.94143439,40.85366239,41.25717146,46.17968525,60.71604078,59.37470734,49.43404816,50.63106088,50.10869354,66.05817613,57.49805983,56.61313987,47.96004201,55.22020747,45.63497388
552,54.13869095,45.9965335,50.22128991,53.14012472,55.03107752,60.06287709,62.88880634,48.09140233,54.19232839,54.77800539,38.04675986,53.33331836,47.50566485,50.95924,36.26006177,44.60004438,41.80106056,44.09703932,48.99073959,41.1471878,46.45066599,32.59198807,44.04339053,46.34615048,44.33526624,43.81800603,51.77855301,42.17353219,43.51571717,38.81936428,40.94057322,40.85852726,41.25504161,46.17850742,60.70444986,59.37260685,49.43082895,50.62994071,50.10852747,66.05204294,57.49540376,56.60549059,47.96259888,55.22132133,45.63580737
553,54.13601962,45.9938146,50.22076466,53.14542558,55.04039997,60.06071609,62.8977685,48.09007605,54.19360624,54.76633199,38.04307775,53.32944962,47.4981086,50.95454045,36.26204239,44.59415423,41.80327184,44.09358611,48.98837002,41.145778,46.45037083,32.58539534,44.03959109,46.35039937,44.34475594,43.81571617,51.77344972,42.17222087,43.51204295,38.81884187,40.9381866,40.86365009,41.25164292,46.17571432,60.68858871,59.36819124,49.42642295,50.62863058,50.10828308,66.04512486,57.49146638,56.59600653,47.96447855,55.22198718,45.63600003
554,54.13218298,45.99011499,50.22008105,53.15134354,55.05023698,60.05835033,62.90874337,48.08873022,54.19569867,54.75285071,38.03828896,53.32395486,47.48856475,50.94839305,36.26439483,44.58654999,41.80523119,44.08884366,48.98436467,41.14369234,46.44915988,32.57747506,44.03450425,46.35405628,44.35473157,43.81247196,51.76730926,42.17005405,43.5073288,38.81796957,40.93457224,40.86893521,41.24722085,46.1715805,60.66933114,59.36192929,49.42101912,50.62721193,50.10798978,66.03765746,57.48645252,56.58506116,47.96577843,55.22225639,45.63561236
555,54.12744486,45.9856031,50.21932747,53.15762264,55.06033919,60.05586653,62.92123504,48.08738879,54.19850338,54.73807638,38.03266912,53.31715419,47.47758688,50.94115598,36.26706022,44.5776814,41.80697397,44.08317451,48.97902962,41.14110544,46.44721376,32.56860339,44.02848688,46.35721846,44.36504887,43.80856711,51.76050818,42.16715052,43.50183841,38.81690101,40.93002784,40.87428695,41.24202091,46.16638048,60.64755096,59.35428979,49.4148064,50.62576619,50.10767697,66.02987628,57.48056701,56.57302792,47.96659596,55.22218035,45.63470483
556,54.12206908,45.98044734,50.21859235,53.16400694,55.07045725,60.05335142,62.93474764,48.08607568,54.20191807,54.72252382,38.02649381,53.3093677,47.46572856,50.93318743,36.26997969,44.5679982,41.80853553,44.07694121,48.97267094,41.13819193,46.44471306,32.55915651,44.02189587,46.35998315,44.37556352,43.8042953,51.75342306,42.16362906,43.49583548,38.81578985,40.9248511,40.87960965,41.23628858,46.1603888,60.62412197,59.3457415,49.40797374,50.62437478,50.10737408,66.02201687,57.4740147,56.56028029,47.96702855,55.22181044,45.63333793
557,54.11631948,45.97481614,50.21796409,53.17024048,55.08034179,60.05089173,62.94878527,48.08481483,54.20584044,54.70670786,38.02003865,53.3009155,47.45354335,50.92484558,36.27309436,44.55795014,41.80995124,44.07050631,48.96559468,41.13512643,46.4418384,32.54951056,44.01508811,46.36244759,44.38613125,43.79995022,51.74643045,42.15960843,43.48958369,38.81478975,40.91933972,40.88480765,41.23026934,46.15387997,60.59991799,59.33675321,49.40071009,50.62311915,50.1071105,66.01431478,57.4670004,56.54719173,47.96717361,55.22119803,45.63157215
558,54.11045989,45.96887791,50.21753111,53.1760673,55.08974346,60.0485742,62.96285205,48.08363017,54.21016821,54.69114333,38.01357923,53.29211769,47.44158484,50.91648861,36.27634535,44.54798694,41.81125643,44.06423236,48.95810691,41.13208357,46.43877036,32.54004172,44.00842047,46.36470903,44.39660775,43.79582557,51.73990692,42.15520741,43.48334673,38.81405436,40.91379139,40.88978527,41.22420869,46.14712855,60.57581282,59.32779371,49.3932044,50.62208073,50.10691565,66.00700555,57.45972897,56.53413569,47.96712857,55.22039452,45.62946797
